-4.954292,0.000000
-4.899587,0.000000
-4.374612,0.000000
-4.089685,0.000000
-4.267014,0.000000
-3.913276,0.000000
-3.442362,0.000000
-3.252565,0.000000
-2.951238,0.000000
-2.820264,0.000000
-2.303988,0.000000
-2.062818,1.000000
-1.913172,0.000000
-1.497580,0.000000
-1.340130,0.000000
-1.282740,0.000000
-0.842123,0.000000
-0.784858,0.000000
-0.252848,1.000000
-0.135694,1.000000
0.100476,0.000000
0.282476,1.000000
0.824407,1.000000
0.874256,0.000000
1.089597,1.000000
1.357436,1.000000
1.746513,1.000000
1.977894,1.000000
2.241397,1.000000
2.500521,1.000000
3.013555,1.000000
2.887756,1.000000
3.128292,1.000000
3.339473,1.000000
3.810346,1.000000
4.143705,1.000000
4.213677,1.000000
4.361156,1.000000
4.619918,1.000000
5.097589,1.000000
